Isolate ID,Species Sort,Isolate Sort,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,ICTV_ID,Exemplar or additional isolate,Virus name(s),Virus name abbreviation(s),Virus isolate designation,Virus GENBANK accession,Genome coverage,Genome,Host source,Accessions Link
VMR1010772,12818,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Ledantevirus,,Ledantevirus longquan,ICTV202214156,E,Longquan Niviventer coninga ledantevirus 1,LNcoLV1,LQS_baifu,MZ328293,Coding-complete genome,ssRNA(-),vertebrates,NCBI Nucleotide
VMR1010773,12819,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Ledantevirus,,Ledantevirus nishimuro,ICTV20165159,E,Nishimuro virus,NISV,,AB609604,Coding-complete genome,ssRNA(-),vertebrates,NCBI Nucleotide
VMR1010774,12820,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Ledantevirus,,Ledantevirus nkolbisson,ICTV20165160,E,Nkolbisson virus,NKOV,YM 31-65,KM205017,Coding-complete genome,ssRNA(-),"invertebrates, vertebrates",NCBI Nucleotide
VMR1010775,12821,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Ledantevirus,,Ledantevirus oita,ICTV20165161,E,Oita virus,OITAV,296-1972,KM204998,Coding-complete genome,ssRNA(-),vertebrates,NCBI Nucleotide
VMR1010776,12822,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Ledantevirus,,Ledantevirus taiyi,ICTV202113325,E,Taiyi bat virus,TYBV,958,MN607592,Coding-complete genome,ssRNA(-),vertebrates,NCBI Nucleotide
VMR1027776,12823,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Ledantevirus,,Ledantevirus tongren,ICTV202317778,E,Tongren rhabd tick virus 2,TrRTV2,TIGMIC 2,ON746534,Coding-complete genome,ssRNA(-),invertebrates (S),NCBI Nucleotide
VMR1010777,12824,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Ledantevirus,,Ledantevirus vaprio,ICTV201856313,E,Vaprio virus,VAPV,VAPV_2016,MG021441,Complete genome,ssRNA(-),vertebrates,NCBI Nucleotide
VMR1010778,12825,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Ledantevirus,,Ledantevirus wenzhou,ICTV202214155,E,Wenzhou Rhinolophus pusillus ledantevirus 1,WRpuLV1,YJB_DanJiao,OM030289,Coding-complete genome,ssRNA(-),vertebrates,NCBI Nucleotide
VMR1010779,12826,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Ledantevirus,,Ledantevirus wuhan,ICTV20165162,E,Wuhan louse fly virus 5,WLFV5,BFJSC-5,KM817654,Coding-complete genome,ssRNA(-),invertebrates,NCBI Nucleotide
VMR1010780,12827,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Ledantevirus,,Ledantevirus yongjia,ICTV20165163,E,Yongjia tick virus 2,YTV2,YJ1-2,KM817662,Coding-complete genome,ssRNA(-),invertebrates,NCBI Nucleotide
VMR1027771,12828,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Lostrhavirus,,Lostrhavirus alxa,ICTV202317779,E,Alxa tick rhabdovirus,ATRV,ZQ16-17,OP313011,Coding-complete genome,ssRNA(-),invertebrates (S),NCBI Nucleotide
VMR1010781,12829,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Lostrhavirus,,Lostrhavirus hyalomma,ICTV202009258,E,Xinjiang tick rhabdovirus,XjTRV,15-XJ,MH688524,Coding-complete genome,ssRNA(-),invertebrates,NCBI Nucleotide
VMR1010782,12830,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Lostrhavirus,,Lostrhavirus lonestar,ICTV201907391,E,lone star tick rhabdovirus,LITRV,TickAa42,KU127239,Coding-complete genome,ssRNA(-),invertebrates,NCBI Nucleotide
VMR1010783,12831,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Lyssavirus,,Lyssavirus aravan,ICTV20094923,E,Aravan virus,ARAV,,EF614259,Complete genome,ssRNA(-),vertebrates,NCBI Nucleotide
VMR1010784,12832,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Lyssavirus,,Lyssavirus australis,ICTV19990456,E,Australian bat lyssavirus,ABLV,insectivorous,AF081020,Coding-complete genome,ssRNA(-),vertebrates,NCBI Nucleotide
VMR1010785,12833,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Lyssavirus,,Lyssavirus bokeloh,ICTV20130473,E,Bokeloh bat lyssavirus,BBLV,21961,JF311903,Complete genome,ssRNA(-),vertebrates,NCBI Nucleotide
VMR1010786,12834,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Lyssavirus,,Lyssavirus caucasicus,ICTV20094933,E,West Caucasian bat virus,WCBV,,EF614258,Complete genome,ssRNA(-),vertebrates,NCBI Nucleotide
VMR1010787,12835,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Lyssavirus,,Lyssavirus duvenhage,ICTV19760546,E,Duvenhage virus,DUVV,86132SA,EU293119,Complete genome,ssRNA(-),vertebrates,NCBI Nucleotide
VMR1010788,12836,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Lyssavirus,,Lyssavirus formosa,ICTV201908672,E,Taiwan bat lyssavirus,TWBLV,TN/2016,MF472710,Complete genome,ssRNA(-),vertebrates,NCBI Nucleotide
VMR1010789,12837,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Lyssavirus,,Lyssavirus gannoruwa,ICTV20175581,E,Gannoruwa bat lyssavirus,GBLV,RV3266,KU244266,Complete genome,ssRNA(-),vertebrates,NCBI Nucleotide
VMR1010790,12838,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Lyssavirus,,Lyssavirus hamburg,ICTV19910264,E,European bat lyssavirus 1,EBLV1,RV9,EF157976,Complete genome,ssRNA(-),vertebrates,NCBI Nucleotide
VMR1010791,12839,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Lyssavirus,,Lyssavirus helsinki,ICTV19910265,E,European bat lyssavirus 2,EBLV2,RV1333,EF157977,Complete genome,ssRNA(-),vertebrates,NCBI Nucleotide
VMR1010792,12840,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Lyssavirus,,Lyssavirus ikoma,ICTV20130472,E,Ikoma lyssavirus,IKOV,RV2508,JX193798,Complete genome,ssRNA(-),vertebrates,NCBI Nucleotide
VMR1010793,12841,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Lyssavirus,,Lyssavirus irkut,ICTV20094928,E,Irkut virus,IRKV,,EF614260,Complete genome,ssRNA(-),vertebrates,NCBI Nucleotide
VMR1010794,12842,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Lyssavirus,,Lyssavirus khujand,ICTV20094929,E,Khujand virus,KHUV,,EF614261,Complete genome,ssRNA(-),vertebrates,NCBI Nucleotide
VMR1027773,12843,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Lyssavirus,,Lyssavirus kotalahti,ICTV202318059,E,Kotalahti bat lyssavirus,KBLV,,LR994545,Coding-complete genome,ssRNA(-),vertebrates,NCBI Nucleotide
VMR1010795,12844,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Lyssavirus,,Lyssavirus lagos,ICTV19760548,E,Lagos bat virus,LBV,0406SEN,EU293108,Complete genome,ssRNA(-),vertebrates,NCBI Nucleotide
VMR1010796,12845,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Lyssavirus,,Lyssavirus lleida,ICTV20175582,E,Lleida bat lyssavirus,LLEBV,RV3208,KY006983,Complete genome,ssRNA(-),vertebrates,NCBI Nucleotide
VMR1010797,12846,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Lyssavirus,,Lyssavirus mokola,ICTV19760549,E,Mokola virus,MOKV,,Y09762,Complete genome,ssRNA(-),vertebrates,NCBI Nucleotide
VMR1010798,12847,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Lyssavirus,,Lyssavirus rabies,ICTV19710311,E,rabies virus,RABV,,M13215,Complete genome,ssRNA(-),vertebrates,NCBI Nucleotide
VMR1010799,12848,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Lyssavirus,,Lyssavirus shimoni,ICTV20115684,E,Shimoni bat virus,SHIBV,Shimoni,GU170201,Complete genome,ssRNA(-),vertebrates,NCBI Nucleotide
VMR1029221,12849,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Merhavirus,,Merhavirus cambodia,ICTV202419961,E,Cambodia Anophales rhabdovirus,CamAnRV,A4,OR479699,Coding-complete genome,ssRNA(-),invertebrates (S),NCBI Nucleotide
VMR1027763,12850,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Merhavirus,,Merhavirus formosus,ICTV202318247,E,Formosus virus,FORMV,U30,BK059424,Coding-complete genome,ssRNA(-),invertebrates (S),NCBI Nucleotide
VMR1027764,12851,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Merhavirus,,Merhavirus hattula,ICTV202318248,E,Hattula rhabdovirus,HTTRV,FIN/PK-2018/62,ON955142,Coding-complete genome,ssRNA(-),invertebrates (S),NCBI Nucleotide
VMR1027765,12852,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Merhavirus,,Merhavirus inari,ICTV202318249,E,Inari rhabdovirus,INARV,FIN/L-2018-84,ON955143,Coding-complete genome,ssRNA(-),invertebrates (S),NCBI Nucleotide
VMR1010800,12853,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Merhavirus,,Merhavirus merida,ICTV202008757,E,Merida virus,MERDV,Mex-07,KU194360,Complete genome,ssRNA(-),invertebrates,NCBI Nucleotide
VMR1028788,12854,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Merhavirus,,Merhavirus subalbatus,ICTV202419960,E,Armigeres subalbatus rhabdovirus,AsubRV,Ar-3,LC775065,Coding-complete genome,ssRNA(-),invertebrates,NCBI Nucleotide
VMR1010801,12855,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Merhavirus,,Merhavirus tritaeniorhynchus,ICTV202008758,E,Culex tritaeniorhynchus rhabdovirus,CTRV,TY,AB604791,Complete genome,ssRNA(-),invertebrates,NCBI Nucleotide
VMR1010802,12856,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Mousrhavirus,,Mousrhavirus moussa,ICTV20115642,E,Moussa virus,MOUV,C23,FJ985748,Complete genome,ssRNA(-),invertebrates,NCBI Nucleotide
VMR1027694,12857,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Ohlsrhavirus,,Ohlsrhavirus adumi,ICTV202318250,E,Adumi virus,ADUMV,Ug2012-CVR1,OQ077989,Coding-complete genome,ssRNA(-),invertebrates (S),NCBI Nucleotide
VMR1010803,12858,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Ohlsrhavirus,,Ohlsrhavirus angeles,ICTV202009154,E,Culex rhabdo-like virus Los Angeles,CRLVLA,,MH188003,Coding-complete genome,ssRNA(-),invertebrates,NCBI Nucleotide
VMR1010804,12859,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Ohlsrhavirus,,Ohlsrhavirus culex,ICTV201907696,E,Culex rhabdo-like virus,CRLV,mosWSB71420,MF176333,Coding-complete genome,ssRNA(-),invertebrates,NCBI Nucleotide
VMR1010805,12860,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Ohlsrhavirus,,Ohlsrhavirus lobeira,ICTV202009155,E,Lobeira virus,LOBV,BR/MT-M05,MK780203,Partial genome,ssRNA(-),invertebrates,NCBI Nucleotide
VMR1010806,12861,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Ohlsrhavirus,,Ohlsrhavirus northcreek,ICTV201907697,E,North Creek virus,NORCV,954,KF360970; KF360971; KF360972; KF360973,Partial genome,ssRNA(-),invertebrates,NCBI Nucleotide
VMR1010807,12862,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Ohlsrhavirus,,Ohlsrhavirus ohlsdorf,ICTV201907693,E,Ohlsdorf virus,OHLDV,Germany/2012/Oc.cantans,KY768856,Coding-complete genome,ssRNA(-),invertebrates,NCBI Nucleotide
VMR1010808,12863,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Ohlsrhavirus,,Ohlsrhavirus pseudovishnui,ICTV202009153,E,Culex pseudovishnui rhabdo-like virus,CpRLV,17NGK-Cps2-874,LC514057,Coding-complete genome,ssRNA(-),invertebrates,NCBI Nucleotide
VMR1010809,12864,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Ohlsrhavirus,,Ohlsrhavirus riverside,ICTV201907695,E,riverside virus,RISV,Drava-1,KU248085,Coding-complete genome,ssRNA(-),invertebrates,NCBI Nucleotide
VMR1010810,12865,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Ohlsrhavirus,,Ohlsrhavirus tongilchon,ICTV201907694,E,Tongilchon virus 1,TCHV1,A12.2676/ROK/2012,KU095840,Coding-complete genome,ssRNA(-),invertebrates,NCBI Nucleotide
VMR1010811,12866,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Perhabdovirus,,Perhabdovirus anguilla,ICTV20125914,E,eel virus European X,EVEX,CVI153311,FN557213,Complete genome,ssRNA(-),vertebrates,NCBI Nucleotide
VMR1012879,12866,2,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Perhabdovirus,,Perhabdovirus anguilla,ICTV20125914,A,eel virus American,EVA,DK3631,KC608035,Partial genome,ssRNA(-),vertebrates,NCBI Nucleotide
VMR1010812,12867,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Perhabdovirus,,Perhabdovirus leman,ICTV202113313,E,Leman virus,LeRV,18/193,MN963996,Complete genome,ssRNA(-),vertebrates,NCBI Nucleotide
VMR1010813,12868,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Perhabdovirus,,Perhabdovirus perca,ICTV20125913,E,perch rhabdovirus,PRV,,JX679246,Coding-complete genome,ssRNA(-),vertebrates,NCBI Nucleotide
VMR1010814,12869,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Perhabdovirus,,Perhabdovirus trutta,ICTV20125915,E,lake trout rhabdovirus,LTRV,18/203,MN963997,Complete genome,ssRNA(-),vertebrates,NCBI Nucleotide
VMR1010815,12870,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Replylivirus,,Replylivirus allogus,ICTV202112251,E,anole lyssa-like virus 1,ALLV1,Cuba 2011,BR001666,Coding-complete genome,ssRNA(-),vertebrates,NCBI Nucleotide
VMR1010816,12871,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Sawgrhavirus,,Sawgrhavirus connecticut,ICTV201907386,E,Connecticut virus,CNTV,Ar1152-78,KM205020,Coding-complete genome,ssRNA(-),invertebrates,NCBI Nucleotide
VMR1010817,12872,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Sawgrhavirus,,Sawgrhavirus longisland,ICTV201907387,E,Long Island tick rhabdovirus,LITRV,LS1,KJ396935,Complete genome,ssRNA(-),invertebrates,NCBI Nucleotide
VMR1010818,12873,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Sawgrhavirus,,Sawgrhavirus minto,ICTV201907385,E,New Minto virus,NMV,579,KM205009,Coding-complete genome,ssRNA(-),invertebrates,NCBI Nucleotide
VMR1010819,12874,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Sawgrhavirus,,Sawgrhavirus sawgrass,ICTV201907384,E,Sawgrass virus,SAWV,64A-1247,KM205013,Complete genome,ssRNA(-),invertebrates,NCBI Nucleotide
VMR1010820,12875,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Scophrhavirus,,Scophrhavirus chanodychthys,ICTV202113322,E,Wuhan redfin culter dimarhabdovirus,WhRFCRV,DSYS6218,MG600013,Coding-complete genome,ssRNA(-),vertebrates,NCBI Nucleotide
VMR1010821,12876,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Scophrhavirus,,Scophrhavirus maximus,ICTV202113321,E,Scophthalmus maximus rhabdovirus,SMRV,,HQ003891,Complete genome,ssRNA(-),vertebrates,NCBI Nucleotide
VMR1010822,12877,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Sigmavirus,,Sigmavirus affinis,ICTV20125877,E,Drosophila affinis sigmavirus,DAffSV,10,KR822811,Coding-complete genome,ssRNA(-),invertebrates,NCBI Nucleotide
VMR1010823,12878,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Sigmavirus,,Sigmavirus ananassae,ICTV20125880,E,Drosophila ananassae sigmavirus,DAnaSV,Kilifi Kenya,KR822812,Coding-complete genome,ssRNA(-),invertebrates,NCBI Nucleotide
VMR1010824,12879,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Sigmavirus,,Sigmavirus capitata,ICTV202008829,E,Ceratitis capitata sigmavirus,CCapSV,Vienna 7,KR822825,Coding-complete genome,ssRNA(-),invertebrates,NCBI Nucleotide
VMR1010825,12880,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Sigmavirus,,Sigmavirus domestica,ICTV202008833,E,Wuhan fly virus 2,WhFV2,SYY1-3,KM817646,Coding-complete genome,ssRNA(-),invertebrates,NCBI Nucleotide
VMR1028679,12881,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Sigmavirus,,Sigmavirus dorsalis,ICTV202419957,E,Bactrocera dorsalis sigmavirus,BDorSV,,MN745080,Coding-complete genome,ssRNA(-),invertebrates (S),NCBI Nucleotide
VMR1028190,12882,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Sigmavirus,,Sigmavirus hangzhou,ICTV202419956,E,Hangzhou rhabdovirus 4,HzRV4,YSP1FY156,MZ209737,Coding-complete genome,ssRNA(-),invertebrates (S),NCBI Nucleotide
VMR1010826,12883,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Sigmavirus,,Sigmavirus hippoboscid,ICTV202008824,E,Wuhan louse fly virus 9,WhLFV9,BFJSC-7,KM817656,Coding-complete genome,ssRNA(-),invertebrates,NCBI Nucleotide
VMR1010827,12884,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Sigmavirus,,Sigmavirus hubei,ICTV202008827,E,Hubei diptera virus 9,HbDV9,SCM172232,KX884429,Coding-complete genome,ssRNA(-),invertebrates,NCBI Nucleotide
VMR1010828,12885,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Sigmavirus,,Sigmavirus immigrans,ICTV20125879,E,Drosophila immigrans sigmavirus,DImmSV,SCM45623,KX884434,Coding-complete genome,ssRNA(-),invertebrates,NCBI Nucleotide
VMR1027739,12886,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Sigmavirus,,Sigmavirus jopcycgri,ICTV202317784,E,Jopcycgri virus 1,JPCGV1,NCg19,ON324119,Coding-complete genome,ssRNA(-),invertebrates (S),NCBI Nucleotide
VMR1010829,12887,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Sigmavirus,,Sigmavirus lousefly,ICTV202008825,E,Wuhan louse fly virus 10,WhLFV10,BFJSC-8,KM817657,Coding-complete genome,ssRNA(-),invertebrates,NCBI Nucleotide
VMR1010830,12888,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Sigmavirus,,Sigmavirus melanogaster,ICTV20125875,E,Drosophila melanogaster sigmavirus,DMelSV,HAP23,GQ375258,Coding-complete genome,ssRNA(-),invertebrates,NCBI Nucleotide
VMR1010831,12889,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Sigmavirus,,Sigmavirus muscina,ICTV20125881,E,Muscina stabulans sigmavirus,MStaSV,CA_1,JF311402,Partial genome,ssRNA(-),invertebrates,NCBI Nucleotide
VMR1010832,12890,1,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Rhabdoviridae,Alpharhabdovirinae,Sigmavirus,,Sigmavirus myga,ICTV202008828,E,Hubei diptera virus 10,HbDV10,SCM43656,KX884433,Coding-complete genome,ssRNA(-),invertebrates,NCBI Nucleotide
