Isolate ID,Species Sort,Isolate Sort,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,ICTV_ID,Exemplar or additional isolate,Virus name(s),Virus name abbreviation(s),Virus isolate designation,Virus GENBANK accession,Genome coverage,Genome,Host source,Accessions Link
VMR1009664,10653,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Ulinhavirus,,Ulinhavirus borborovicinum,ICTV202010560,E,ssRNA phage SRR5467091_6,,,BK013662,Coding-complete genome,ssRNA(+),bacteria,NCBI Nucleotide
VMR1009665,10654,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Ulinhavirus,,Ulinhavirus borborovivens,ICTV202010561,E,ssRNA phage SRR6960803_6,,,BK013608,Coding-complete genome,ssRNA(+),bacteria,NCBI Nucleotide
VMR1009475,10655,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Upborqevirus,,Upborqevirus asiovicinum,ICTV202010262,E,ssRNA phage SRR6960551_8,,,BK013696,Coding-complete genome,ssRNA(+),bacteria,NCBI Nucleotide
VMR1009476,10656,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Upborqevirus,,Upborqevirus asiovivens,ICTV202010260,E,ssRNA phage SRR6960797_2,,,BK013701,Coding-complete genome,ssRNA(+),bacteria,NCBI Nucleotide
VMR1009727,10657,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Ureyisuvirus,,Ureyisuvirus caenihabitans,ICTV202010660,E,ssRNA phage SRR7976325_14,,,BK014201,Coding-complete genome,ssRNA(+),bacteria,NCBI Nucleotide
VMR1009728,10658,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Ushumevirus,,Ushumevirus caenivicinum,ICTV202010662,E,ssRNA phage SRR7976357_7,,,BK014218,Coding-complete genome,ssRNA(+),bacteria,NCBI Nucleotide
VMR1027464,10659,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Vohsuavirus,,Vohsuavirus agrenecus,ICTV202316721,E,ssRNA_39479,,,CASDWV010001407,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027465,10660,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Vohsuavirus,,Vohsuavirus asiocola,ICTV202316722,E,ssRNA_34980,,,CASDWV010001189,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027466,10661,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Vohsuavirus,,Vohsuavirus caenihabitans,ICTV202316723,E,ssRNA_96297,,,CASDWV010003956,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027467,10662,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Vohsuavirus,,Vohsuavirus dinebradaptatum,ICTV202316724,E,Sanya fiers-like virus 4,,"MAG: Sanya fiers-like virus 4 isolate QJZLS116 maturation protein, coat protein, hypothetical protein, and RNA replicase beta chain genes, complete cds",OM514462,Coding-complete genome,ssRNA(+),plants (S),NCBI Nucleotide
VMR1027468,10663,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Vohsuavirus,,Vohsuavirus dinebrivivens,ICTV202316725,E,Sanya fiers-like virus 5,,"MAG: Sanya fiers-like virus 5 isolate QJZLS113 maturation protein, coat protein, hypothetical protein, and RNA replicase beta chain genes, complete cds",OM514464,Coding-complete genome,ssRNA(+),plants (S),NCBI Nucleotide
VMR1027469,10664,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Vohsuavirus,,Vohsuavirus edaphocola,ICTV202316726,E,ssRNA_329,,,CASDWV010000016,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027470,10665,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Vohsuavirus,,Vohsuavirus geovicinum,ICTV202316727,E,ssRNA_49105,,,CASDWV010002013,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027471,10666,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Vohsuavirus,,Vohsuavirus geovivens,ICTV202316728,E,ssRNA_25966,,,CASDWV010000899,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027472,10667,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Vohsuavirus,,Vohsuavirus humihabitans,ICTV202316729,E,ssRNA_60699,,,CASDWV010002559,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1009731,10668,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Vohsuavirus,,Vohsuavirus limihabitans,ICTV202010671,E,ssRNA phage SRR6960507_2,,,BK013582,Coding-complete genome,ssRNA(+),bacteria,NCBI Nucleotide
VMR1009732,10669,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Vohsuavirus,,Vohsuavirus limivicinum,ICTV202010672,E,ssRNA phage SRR7976310_6,,,BK013735,Coding-complete genome,ssRNA(+),bacteria,NCBI Nucleotide
VMR1027473,10670,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Vohsuavirus,,Vohsuavirus limivivens,ICTV202316730,E,ssRNA_53974,,,CASDWV010002287,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027474,10671,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Vohsuavirus,,Vohsuavirus messivivens,ICTV202316731,E,ssRNA_43824,,,CASDWV010001686,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027475,10672,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Vohsuavirus,,Vohsuavirus pedocola,ICTV202316732,E,ssRNA_89680,,,CASDWV010003772,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1009733,10673,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Vohsuavirus,,Vohsuavirus pedovivens,ICTV202010668,E,ssRNA phage Esthiorhiza.2_35,,,BK014006,Coding-complete genome,ssRNA(+),bacteria,NCBI Nucleotide
VMR1027476,10674,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Vohsuavirus,,Vohsuavirus radicivicinum,ICTV202316733,E,ssRNA_37251,,,CASDWV010001284,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027477,10675,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Vohsuavirus,,Vohsuavirus segeticola,ICTV202316734,E,ssRNA_131788,,,CASDWV010004833,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1009734,10676,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Vohsuavirus,,Vohsuavirus soladaptatum,ICTV202010669,E,ssRNA phage Gephyllon.3_12,,,BK013472,Coding-complete genome,ssRNA(+),bacteria,NCBI Nucleotide
VMR1009735,10677,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Vohsuavirus,,Vohsuavirus solenecus,ICTV202010670,E,ssRNA phage Gerhypos.4_49,,,BK014021,Coding-complete genome,ssRNA(+),bacteria,NCBI Nucleotide
VMR1009736,10678,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Vohsuavirus,,Vohsuavirus solicola,ICTV202010667,E,ssRNA phage Gerhypos.3_1,,,BK013777,Coding-complete genome,ssRNA(+),bacteria,NCBI Nucleotide
VMR1027478,10679,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Vohsuavirus,,Vohsuavirus solihabitans,ICTV202316735,E,ssRNA_39477,,,CASDWV010001406,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027479,10680,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Vohsuavirus,,Vohsuavirus telluradaptatum,ICTV202316736,E,ssRNA_66373,,,CASDWV010002800,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027480,10681,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Vohsuavirus,,Vohsuavirus tellurivicinum,ICTV202316737,E,ssRNA_8952,,,CASDWV010000422,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1009738,10682,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Whietlevirus,,Whietlevirus defluviicola,ICTV202010676,E,ssRNA phage ESE005,,,BK013367,Coding-complete genome,ssRNA(+),bacteria,NCBI Nucleotide
VMR1027456,10683,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Whietlevirus,,Whietlevirus solenecus,ICTV202316738,E,ssRNA_76034,,,CASDWV010003199,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1009739,10684,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Whilavirus,,Whilavirus pelohabitans,ICTV202010678,E,ssRNA phage SRR6960549_4,,,BK014150,Coding-complete genome,ssRNA(+),bacteria,NCBI Nucleotide
VMR1009740,10685,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Wohudhevirus,,Wohudhevirus asienecus,ICTV202010680,E,ssRNA phage SRR6960509_11,,,BK014145,Coding-complete genome,ssRNA(+),bacteria,NCBI Nucleotide
VMR1009741,10686,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Wyahnevirus,,Wyahnevirus asiohabitans,ICTV202010682,E,ssRNA phage SRR5466338_1,,,BK013627,Coding-complete genome,ssRNA(+),bacteria,NCBI Nucleotide
VMR1009451,10687,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Yahnavirus,,Yahnavirus asienecus,ICTV202010219,E,ssRNA phage SRR7976300_7,,,BK014173,Coding-complete genome,ssRNA(+),bacteria,NCBI Nucleotide
VMR1009742,10688,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Yahnavirus,,Yahnavirus asiovicinum,ICTV202010684,E,ssRNA phage SRR7976325_21,,,BK014204,Coding-complete genome,ssRNA(+),bacteria,NCBI Nucleotide
VMR1027405,10689,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Yahnavirus,,Yahnavirus messicola,ICTV202316739,E,ssRNA_38414,,,CASDWV010001340,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1009743,10690,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Yemegivirus,,Yemegivirus asiovivens,ICTV202010686,E,ssRNA phage SRR7976356_6,,,BK013762,Coding-complete genome,ssRNA(+),bacteria,NCBI Nucleotide
VMR1009744,10691,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Yohcadevirus,,Yohcadevirus borborocola,ICTV202010688,E,ssRNA phage SRR7976325_22,,,BK013750,Coding-complete genome,ssRNA(+),bacteria,NCBI Nucleotide
VMR1027406,10692,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Yuhrihovirus,,Yuhrihovirus asiocola,ICTV202316740,E,ssRNA_13855,,,CASDWV010000551,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1009745,10693,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Yuhrihovirus,,Yuhrihovirus borborohabitans,ICTV202010692,E,ssRNA phage SRR5467091_5,,,BK014125,Coding-complete genome,ssRNA(+),bacteria,NCBI Nucleotide
VMR1009746,10694,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Yuhrihovirus,,Yuhrihovirus borborovicinum,ICTV202010693,E,ssRNA phage SRR7976323_1,,,BK013738,Coding-complete genome,ssRNA(+),bacteria,NCBI Nucleotide
VMR1009747,10695,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Yuhrihovirus,,Yuhrihovirus borborovivens,ICTV202010690,E,ssRNA phage SRR7976325_8,,,BK013746,Coding-complete genome,ssRNA(+),bacteria,NCBI Nucleotide
VMR1027407,10696,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Yuhrihovirus,,Yuhrihovirus chorenecus,ICTV202316741,E,ssRNA_128436,,,CASDWV010004716,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027408,10697,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Yuhrihovirus,,Yuhrihovirus chorovivens,ICTV202316742,E,ssRNA_87978,,,CASDWV010003673,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027409,10698,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Yuhrihovirus,,Yuhrihovirus edaphadaptatum,ICTV202316743,E,ssRNA_6004,,,CASDWV010000345,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027410,10699,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Yuhrihovirus,,Yuhrihovirus faecadaptatum,ICTV202316744,E,"MAG: Leviviridae sp. isolate R30-k141_244159, complete genome",,"MAG: Leviviridae sp. isolate R30-k141_244159, complete genome",MZ679616,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027411,10700,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Yuhrihovirus,,Yuhrihovirus faecenecus,ICTV202316745,E,"MAG: Leviviridae sp. isolate 347R-k141_390855, complete genome",,"MAG: Leviviridae sp. isolate 347R-k141_390855, complete genome",MZ679708,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1009748,10701,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Yuhrihovirus,,Yuhrihovirus humenecus,ICTV202010691,E,ssRNA phage Gephyllon.1_22,,,BK014003,Coding-complete genome,ssRNA(+),bacteria,NCBI Nucleotide
VMR1027412,10702,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Yuhrihovirus,,Yuhrihovirus humivicinum,ICTV202316746,E,ssRNA_118619,,,CASDWV010004412,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027413,10703,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Yuhrihovirus,,Yuhrihovirus lutivicinum,ICTV202316747,E,ssRNA_118625,,,CASDWV010004416,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027414,10704,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Yuhrihovirus,,Yuhrihovirus nemorisvicinum,ICTV202316748,E,MAG: Leviviridae sp. isolate 171-k141_294965 genomic sequence,,MAG: Leviviridae sp. isolate 171-k141_294965 genomic sequence,MZ679655,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027415,10705,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Yuhrihovirus,,Yuhrihovirus tellurenecus,ICTV202316749,E,ssRNA_63793,,,CASDWV010002738,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027416,10706,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Fiersviridae,,Yuhrihovirus,,Yuhrihovirus terrivivens,ICTV202316750,E,ssRNA_36377,,,CASDWV010001261,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1009750,10707,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Andihavirus,,Andihavirus borborohabitans,ICTV202010859,E,ssRNA phage SRR7976300_9,,,BK013716,Coding-complete genome,ssRNA(+),bacteria,NCBI Nucleotide
VMR1025793,10708,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Begindovirus,,Begindovirus asiovicinum,ICTV202316751,E,ssRNA_67695,,,CASDWV010002844,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1009751,10709,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Dibaevirus,,Dibaevirus borborocola,ICTV202010861,E,ssRNA phage SRR7976299_12,,,BK014166,Coding-complete genome,ssRNA(+),bacteria,NCBI Nucleotide
VMR1009752,10710,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Dilzevirus,,Dilzevirus borborohabitans,ICTV202010863,E,ssRNA phage SRR7976299_14,,,BK013709,Coding-complete genome,ssRNA(+),bacteria,NCBI Nucleotide
VMR1026206,10711,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Duridgovirus,,Duridgovirus humadaptatum,ICTV202316752,E,ssRNA_8861,,,CASDWV010000405,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1026207,10712,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Duridgovirus,,Duridgovirus messenecus,ICTV202316753,E,ssRNA_50308,,,CASDWV010002083,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1009753,10713,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Eosonovirus,,Eosonovirus caenenecus,ICTV202010865,E,ssRNA phage SRR6050698_1,,,BK014130,Coding-complete genome,ssRNA(+),bacteria,NCBI Nucleotide
VMR1009754,10714,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Etdyvivirus,,Etdyvivirus caenicola,ICTV202010867,E,ssRNA phage SRR7976299_15,,,BK014167,Coding-complete genome,ssRNA(+),bacteria,NCBI Nucleotide
VMR1009755,10715,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Fahrmivirus,,Fahrmivirus caenivivens,ICTV202010869,E,ssRNA phage SRR6960509_14,,,BK014141,Coding-complete genome,ssRNA(+),bacteria,NCBI Nucleotide
VMR1026242,10716,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Fahrmivirus,,Fahrmivirus faecivicinum,ICTV202316754,E,"MAG: Leviviridae sp. isolate 278R-k141_243836 maturation protein, coat protein, and RNA dependent RNA polymerase genes, complete cds",,"MAG: Leviviridae sp. isolate 278R-k141_243836 maturation protein, coat protein, and RNA dependent RNA polymerase genes, complete cds",ON162961,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1009756,10717,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Fahrmivirus,,Fahrmivirus limadaptatum,ICTV202010870,E,ssRNA phage SRR7976299_13,,,BK013710,Coding-complete genome,ssRNA(+),bacteria,NCBI Nucleotide
VMR1009757,10718,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Hinehbovirus,,Hinehbovirus caenihabitans,ICTV202010872,E,ssRNA phage SRR6255733_3,,,BK013673,Coding-complete genome,ssRNA(+),bacteria,NCBI Nucleotide
VMR1009758,10719,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Insbruvirus,,Insbruvirus lutivivens,ICTV202010874,E,ssRNA phage SRR5208570_5,,,BK013621,Coding-complete genome,ssRNA(+),bacteria,NCBI Nucleotide
VMR1009764,10720,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Jargovirus,,Jargovirus pelovivens,ICTV202010882,E,ssRNA phage SRR5208572_2,,,BK014078,Coding-complete genome,ssRNA(+),bacteria,NCBI Nucleotide
VMR1027235,10721,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Lunjuvirus,,Lunjuvirus agrivicinum,ICTV202316755,E,ssRNA_54853,,,CASDWV010002340,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1009765,10722,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Mahshuvirus,,Mahshuvirus limivivens,ICTV202010884,E,ssRNA phage SRR6960799_30,,,BK013604,Coding-complete genome,ssRNA(+),bacteria,NCBI Nucleotide
VMR1009766,10723,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Mintinovirus,,Mintinovirus pelohabitans,ICTV202010886,E,ssRNA phage SRR6960551_13,,,BK014154,Coding-complete genome,ssRNA(+),bacteria,NCBI Nucleotide
VMR1009767,10724,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Mintinovirus,,Mintinovirus pelovicinum,ICTV202010887,E,ssRNA phage SRR6960797_4,,,BK014159,Coding-complete genome,ssRNA(+),bacteria,NCBI Nucleotide
VMR1009770,10725,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Puhrivirus,,Puhrivirus limivivens,ICTV202010893,E,ssRNA phage SRR7473382_4,,,BK014074,Coding-complete genome,ssRNA(+),bacteria,NCBI Nucleotide
VMR1009771,10726,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Puirovirus,,Puirovirus lutadaptatum,ICTV202010895,E,ssRNA phage SRR5466727_5,,,BK014109,Coding-complete genome,ssRNA(+),bacteria,NCBI Nucleotide
VMR1009773,10727,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Sexopuavirus,,Sexopuavirus agricola,ICTV202010898,E,ssRNA phage Gerhypos.4_5,,,BK013966,Coding-complete genome,ssRNA(+),bacteria,NCBI Nucleotide
VMR1009774,10728,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Thiuhmevirus,,Thiuhmevirus pedadaptatum,ICTV202010900,E,ssRNA phage Gephyllon.4_17,,,BK013478,Coding-complete genome,ssRNA(+),bacteria,NCBI Nucleotide
VMR1009775,10729,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Tohkunevirus,,Tohkunevirus borborocola,ICTV202010902,E,ssRNA phage SRR6960799_28,,,BK014057,Coding-complete genome,ssRNA(+),bacteria,NCBI Nucleotide
VMR1009776,10730,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Tyrahlevirus,,Tyrahlevirus caenicola,ICTV202010904,E,ssRNA phage SRR5208570_6,,,BK014076,Coding-complete genome,ssRNA(+),bacteria,NCBI Nucleotide
VMR1009760,10731,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Upirshuvirus,,Upirshuvirus tellurivivens,ICTV202010877,E,ssRNA phage Gephyllon.3_7,,,BK013462,Coding-complete genome,ssRNA(+),bacteria,NCBI Nucleotide
VMR1009761,10732,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Upirshuvirus,,Upirshuvirus terradaptatum,ICTV202010878,E,ssRNA phage Gerhypos.1_51,,,BK013793,Coding-complete genome,ssRNA(+),bacteria,NCBI Nucleotide
VMR1009763,10733,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Upirshuvirus,,Upirshuvirus terricola,ICTV202010879,E,ssRNA phage Gerhypos.3_23,,,BK013795,Coding-complete genome,ssRNA(+),bacteria,NCBI Nucleotide
VMR1009777,10734,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Vendavirus,,Vendavirus caenivivens,ICTV202010906,E,ssRNA phage SRR6960509_13,,,BK013680,Coding-complete genome,ssRNA(+),bacteria,NCBI Nucleotide
VMR1027440,10735,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Voulevirus,,Voulevirus faecivicinum,ICTV202316756,E,"MAG: Leviviridae sp. isolate 160-k141_122535 maturation protein gene, partial cds; and coat protein and RNA dependent RNA polymerase genes, complete cds",,"MAG: Leviviridae sp. isolate 160-k141_122535 maturation protein gene, partial cds; and coat protein and RNA dependent RNA polymerase genes, complete cds",ON163393,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1009778,10736,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Voulevirus,,Voulevirus limivivens,ICTV202010908,E,ssRNA phage SRR6960551_12,,,BK013693,Coding-complete genome,ssRNA(+),bacteria,NCBI Nucleotide
VMR1027484,10737,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Wahlkovirus,,Wahlkovirus arvadaptatum,ICTV202316757,E,ssRNA_72425,,,CASDWV010003056,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1027485,10738,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Wahlkovirus,,Wahlkovirus arvihabitans,ICTV202316758,E,ssRNA_84980,,,CASDWV010003535,Coding-complete genome,ssRNA(+),soil (S),NCBI Nucleotide
VMR1009749,10739,1,Riboviria,,Orthornavirae,,Lenarviricota,,Leviviricetes,,Norzivirales,,Solspiviridae,,Wahlkovirus,,Wahlkovirus borborenecus,ICTV202010857,E,ssRNA phage SRR5466727_6,,,BK013644,Coding-complete genome,ssRNA(+),bacteria,NCBI Nucleotide
